Gender,Income Type,Annual Income,Employment Duration,Education Level,Approved
Male,Salaried,32319.72,3.9,Master's,0
Male,Pensioner,46623.59,0.0,Bachelor's,0
Female,Self-Employed,73855.86,1.2,Master's,0
Male,Pensioner,35019.72,0.0,Bachelor's,0
Female,Salaried,40804.71,6.4,Master's,1
Male,Pensioner,41375.49,0.0,Doctorate,0
Male,Salaried,59715.97,6.8,High School,0
Female,Pensioner,41321.55,0.0,Doctorate,0
Male,Salaried,14358.97,2.4,High School,0
Male,Salaried,46977.56,2.2,High School,0
Male,Self-Employed,80675.62,3.2,Bachelor's,1
Male,Pensioner,20451.24,0.0,Doctorate,0
Female,Salaried,34435.84,6.6,Bachelor's,0
Female,Salaried,40559.43,11.2,Bachelor's,1
Male,Pensioner,20747.72,0.0,Bachelor's,0
Male,Salaried,54384.23,0.3,Doctorate,0
Male,Salaried,129965.64,26.0,Master's,1
Female,Salaried,96638.62,1.8,High School,1
Female,Salaried,95743.22,0.8,Bachelor's,1
Female,Pensioner,17480.99,0.0,High School,0
Female,Business,35035.37,8.0,Bachelor's,0
Male,Self-Employed,28329.06,2.1,High School,0
Male,Student,14470.17,0.6,Bachelor's,0
Male,Salaried,105035.18,3.2,Master's,1
Female,Salaried,48584.25,,Bachelor's,0
Male,Salaried,27459.31,2.4,Bachelor's,0
Female,Salaried,52070.11,7.7,Bachelor's,1
Female,Salaried,57841.83,5.7,High School,0
Male,Pensioner,49926.42,0.0,Bachelor's,0
Male,Business,72528.53,1.1,Bachelor's,0
Male,Salaried,40154.58,6.1,Master's,0
Female,Self-Employed,85569.69,10.1,Bachelor's,1
Female,Business,45824.19,2.6,Bachelor's,0
Male,Pensioner,30084.77,0.0,Master's,0
Male,Pensioner,40418.49,0.0,Master's,0
Female,Self-Employed,45745.36,2.2,Master's,0
Male,Business,47919.46,0.1,Doctorate,0
Female,Self-Employed,82750.04,8.8,Master's,1
Female,Self-Employed,39268.0,3.1,Bachelor's,0
Male,Salaried,53456.24,10.2,Master's,1
Male,Salaried,81672.27,7.4,Bachelor's,1
Male,Self-Employed,126622.77,10.6,Bachelor's,1
Male,Salaried,83162.14,2.0,Bachelor's,1
Female,Salaried,79179.19,1.2,High School,0
Female,Business,80924.05,21.4,High School,1
Female,Salaried,32804.29,7.6,High School,0
Male,Self-Employed,68467.9,10.8,High School,1
Female,Self-Employed,64107.01,0.1,Master's,0
Male,Student,9089.64,1.4,Master's,0
Male,Salaried,68495.24,8.1,Bachelor's,1
Male,Salaried,76390.99,0.5,Master's,1
Male,Self-Employed,55655.98,5.0,High School,0
Male,Business,66758.27,3.4,Master's,0
Male,Student,15920.14,0.1,Bachelor's,0
Female,Salaried,55402.78,1.6,High School,0
Male,Salaried,106725.01,2.0,High School,1
Female,Pensioner,39510.7,0.0,Bachelor's,0
Female,Salaried,64372.37,6.0,High School,0
Male,Self-Employed,121883.7,1.7,Bachelor's,1
Male,Salaried,24174.95,2.0,High School,0
Male,Salaried,31716.33,13.7,High School,1
Female,Salaried,116381.34,3.8,Bachelor's,1
Male,Salaried,66378.83,3.0,Doctorate,1
Female,Self-Employed,57722.51,7.7,High School,0
Male,Pensioner,49938.81,0.0,High School,0
Male,Salaried,78430.89,0.2,Bachelor's,1
Female,Business,81333.8,3.6,Master's,1
Female,Salaried,32165.17,5.7,Bachelor's,0
Male,Self-Employed,60791.73,,Master's,0
Female,Salaried,54934.53,8.9,Bachelor's,1
Female,Pensioner,27551.39,0.0,High School,0
Female,Business,31422.49,17.2,Bachelor's,1
Female,Self-Employed,102558.42,1.9,Bachelor's,1
Female,Business,92474.71,1.5,Bachelor's,1
Male,Self-Employed,54104.73,18.9,Bachelor's,1
Male,Student,12638.65,1.8,High School,0
Female,Business,60907.34,1.4,Bachelor's,0
Male,Pensioner,39129.41,0.0,Bachelor's,0
Male,Self-Employed,51697.12,2.0,Bachelor's,0
Female,Salaried,56891.89,1.9,Bachelor's,0
Male,Self-Employed,113386.05,12.7,Bachelor's,1
Female,Salaried,93398.55,1.1,High School,1
Female,Self-Employed,93039.64,0.4,Master's,1
Male,Salaried,76097.77,1.9,Bachelor's,0
Female,Self-Employed,31480.19,5.6,High School,0
Female,Salaried,63755.27,0.8,Doctorate,0
Female,Salaried,94114.65,3.8,Bachelor's,1
Female,Salaried,27252.06,5.9,Bachelor's,0
Female,Student,6059.58,1.2,High School,0
Male,Salaried,134678.28,1.6,Bachelor's,1
Male,Salaried,96854.5,10.2,High School,1
Female,Business,107420.87,1.6,Bachelor's,1
Female,Self-Employed,71550.16,6.8,Bachelor's,1
Male,Salaried,94037.96,3.4,Bachelor's,1
Female,Salaried,43464.4,0.7,High School,0
Male,Salaried,88875.91,7.5,Master's,1
Female,Student,5415.28,0.2,Bachelor's,0
Female,Salaried,73697.34,1.2,Bachelor's,0
Female,Salaried,104480.22,2.7,Master's,1
Female,Salaried,48836.45,6.4,Bachelor's,0
Female,Salaried,59388.27,1.6,Bachelor's,0
Female,Business,67863.86,1.2,Bachelor's,0
Female,Salaried,34111.67,0.1,Bachelor's,0
Male,Salaried,71807.96,3.8,Bachelor's,1
Male,Salaried,13432.09,3.4,Bachelor's,0
Male,Salaried,96408.64,1.6,Bachelor's,1
Female,Salaried,66399.12,0.3,Bachelor's,0
Female,Business,49373.21,3.4,High School,0
Female,Business,39968.79,9.3,Bachelor's,0
Female,Pensioner,27979.19,0.0,High School,0
Female,Pensioner,41103.04,0.0,Bachelor's,0
Female,Self-Employed,81432.17,0.1,Bachelor's,0
Female,Salaried,43833.86,20.4,Bachelor's,1
Male,Business,39618.81,2.5,Master's,0
Female,Business,84706.96,27.9,High School,1
Male,Business,43329.58,1.7,Master's,0
Male,Self-Employed,66797.29,3.8,Bachelor's,0
Female,Salaried,68712.64,2.6,Bachelor's,0
Female,Business,74361.86,2.6,Bachelor's,1
Male,Business,90748.11,11.1,Master's,1
Male,Student,17117.06,0.3,Bachelor's,0
Female,Salaried,12000.0,29.1,Bachelor's,1
Female,Salaried,47976.58,5.7,Master's,1
Male,Salaried,119045.85,3.7,Master's,1
Female,Business,125665.22,,High School,1
Female,Salaried,119935.31,34.0,Master's,1
Female,Salaried,59210.56,4.8,Master's,1
Male,Student,20939.85,0.6,Bachelor's,0
Male,Salaried,12000.0,3.1,Master's,0
Male,Business,46578.86,4.8,Doctorate,1
Female,Salaried,59057.79,17.1,Bachelor's,1
Female,Business,104018.76,1.1,High School,1
Male,Self-Employed,91034.16,2.1,Bachelor's,1
Male,Pensioner,42943.87,0.0,High School,0
Male,Pensioner,42139.51,0.0,Bachelor's,0
Female,Salaried,36176.61,0.4,Bachelor's,0
Male,Salaried,72623.83,0.5,Bachelor's,1
Male,Salaried,85911.53,2.1,Bachelor's,1
Female,Self-Employed,76756.44,4.3,Master's,1
Female,Pensioner,33369.17,0.0,Bachelor's,0
Female,Salaried,84520.03,0.3,Master's,1
Male,Self-Employed,77777.33,18.9,High School,1
Female,Salaried,32880.01,18.3,Master's,1
Female,Business,41470.37,2.0,Master's,0
Male,Student,21188.88,0.6,Bachelor's,0
Female,Salaried,57964.77,5.2,Bachelor's,0
Male,Salaried,,1.6,Bachelor's,1
Male,Salaried,80033.88,1.8,Master's,1
Female,Self-Employed,50401.06,4.1,Master's,0
Female,Self-Employed,64693.83,3.3,Bachelor's,0
Female,Salaried,66901.5,2.1,Bachelor's,0
Female,Salaried,43148.29,9.9,High School,1
Female,Salaried,37622.35,3.9,Bachelor's,0
Female,Self-Employed,86041.7,6.4,Doctorate,1
Male,Self-Employed,90358.2,1.3,High School,0
Male,Salaried,83113.44,4.6,Master's,1
Female,Business,110459.54,2.3,Master's,1
Male,Business,48746.8,4.5,Doctorate,1
Female,Salaried,115228.12,9.1,High School,1
Male,Salaried,37972.37,8.8,High School,0
Male,Business,34619.43,2.6,High School,0
Male,Student,10795.19,0.4,Bachelor's,0
Female,Salaried,51626.14,17.0,Bachelor's,1
Male,Salaried,49888.33,5.9,High School,0
Female,Salaried,80778.12,1.0,Master's,1
Male,Self-Employed,72316.73,6.8,Bachelor's,1
Male,Salaried,29210.8,0.7,High School,0
Male,Salaried,53218.21,12.3,Bachelor's,1
Male,Self-Employed,53856.14,4.4,High School,0
Male,Self-Employed,12000.0,2.9,Bachelor's,0
Female,Salaried,35571.6,0.4,Bachelor's,0
Female,Salaried,41875.59,2.9,Master's,0
Male,Self-Employed,108008.75,14.0,Master's,1
Male,Salaried,70743.52,0.1,Bachelor's,1
Male,Salaried,84865.06,3.9,Bachelor's,1
Male,Pensioner,21438.17,0.0,Bachelor's,0
Female,Salaried,100826.43,3.0,Bachelor's,1
Male,Business,104033.06,3.4,Bachelor's,1
Female,Pensioner,38597.36,0.0,Bachelor's,0
Male,Salaried,43840.5,3.7,Bachelor's,0
Female,Salaried,79872.97,1.1,Bachelor's,0
Male,Self-Employed,84331.65,0.1,Bachelor's,0
Male,Pensioner,39018.26,0.0,Bachelor's,0
Female,Pensioner,37837.85,0.0,Master's,0
Male,Business,47078.57,0.7,High School,0
Male,Salaried,68312.54,1.4,Master's,1
Male,Self-Employed,100915.36,2.8,Bachelor's,1
Female,Salaried,41868.74,9.9,High School,0
Male,Salaried,95024.61,1.9,Bachelor's,1
Male,Salaried,41549.84,12.8,Bachelor's,1
Female,Salaried,39571.18,0.3,Master's,0
Female,Business,89557.84,17.0,Bachelor's,1
Female,Salaried,92658.09,4.9,Bachelor's,1
Male,Salaried,90542.3,6.5,Bachelor's,1
Male,Salaried,25526.08,2.8,High School,0
Male,Pensioner,29546.05,0.0,Bachelor's,0
Female,Business,89689.66,1.1,Bachelor's,1
Male,Salaried,66246.26,0.3,Bachelor's,0
Male,Salaried,32789.21,3.0,Bachelor's,0
Female,Salaried,78749.54,11.5,Doctorate,1
Female,Pensioner,18505.99,0.0,Bachelor's,0
Female,Self-Employed,118835.75,4.4,Master's,1
Female,Self-Employed,111345.24,5.1,High School,1
Female,Self-Employed,83122.92,0.8,High School,0
Male,Salaried,105830.2,11.0,Bachelor's,1
Female,Business,66943.74,9.3,High School,1
Male,Self-Employed,87963.12,6.4,Bachelor's,1
Male,Salaried,109331.61,3.8,Bachelor's,1
Female,Salaried,72364.96,20.0,Bachelor's,1
Female,Self-Employed,57344.38,12.7,Bachelor's,1
Female,Pensioner,46890.94,0.0,Doctorate,0
Male,Salaried,62505.99,2.8,Master's,1
Female,Pensioner,32770.58,0.0,High School,0
Female,Business,93369.0,5.1,Bachelor's,1
Female,Salaried,80130.95,3.0,Bachelor's,1
Female,Salaried,48761.03,2.2,High School,0
Female,Salaried,12000.0,3.1,Bachelor's,0
Male,Business,50143.55,5.1,Bachelor's,0
Male,Salaried,55869.65,3.4,High School,0
Male,Salaried,55612.13,1.8,Bachelor's,0
Female,Self-Employed,83556.69,8.6,Bachelor's,1
Female,Business,124570.29,4.5,High School,1
Female,Salaried,68705.88,0.4,Bachelor's,0
Male,Salaried,58498.05,2.8,Master's,0
Female,Salaried,57223.35,13.0,Bachelor's,1
Female,Self-Employed,68731.54,8.4,Bachelor's,1
Female,Business,40151.19,2.3,Bachelor's,0
Male,Salaried,68605.96,16.7,High School,1
Female,Business,78524.37,0.5,High School,0
Male,Self-Employed,71290.58,19.5,Master's,1
Female,Self-Employed,78726.26,1.7,High School,0
Male,Self-Employed,78012.43,0.1,Bachelor's,0
Male,Salaried,12000.0,3.4,High School,0
Male,Salaried,84106.1,2.7,Master's,1
Female,Self-Employed,44869.55,4.6,High School,0
Female,Self-Employed,32124.83,9.6,Bachelor's,0
Male,Self-Employed,31866.45,11.1,Bachelor's,1
Male,Salaried,78006.25,3.1,Bachelor's,1
Female,Pensioner,29244.03,,Bachelor's,0
Female,Self-Employed,14540.94,1.0,Bachelor's,0
Male,Salaried,79341.13,0.3,Master's,1
Female,Salaried,21811.76,6.2,Doctorate,1
Female,Business,69194.64,0.4,Bachelor's,0
Female,Business,72154.97,7.9,High School,1
Female,Salaried,91567.31,4.6,High School,1
Male,Pensioner,35608.87,0.0,Master's,0
Female,Salaried,24059.71,4.7,Bachelor's,0
Female,Salaried,63425.78,1.2,Master's,1
Male,Pensioner,21747.67,0.0,Bachelor's,0
Male,Pensioner,19639.21,0.0,Master's,0
Female,Self-Employed,71470.06,3.7,Master's,1
Female,Pensioner,29193.38,0.0,Master's,0
Female,Salaried,51772.93,7.7,Bachelor's,1
Female,Pensioner,22952.72,0.0,Bachelor's,0
Male,Salaried,94635.85,8.0,Bachelor's,1
Male,Salaried,78776.13,3.9,Bachelor's,1
Male,Salaried,92533.05,3.6,Bachelor's,1
Female,Salaried,55688.12,11.4,High School,1
Female,Salaried,45294.94,7.4,Bachelor's,0
Female,Salaried,32650.55,0.2,Bachelor's,0
Female,Salaried,75767.53,2.1,Bachelor's,1
Male,Salaried,33806.2,12.3,High School,0
Male,Self-Employed,120459.89,0.1,Bachelor's,1
Female,Salaried,25770.72,4.7,High School,0
Male,Salaried,73209.8,7.8,Master's,1
Female,Business,112005.64,5.8,Bachelor's,1
Female,Pensioner,23550.16,0.0,High School,0
Male,Business,70270.21,7.8,High School,1
Female,Salaried,35945.49,7.1,Bachelor's,0
Female,Business,23546.92,10.3,High School,0
Male,Salaried,88101.5,6.2,Doctorate,1
Female,Salaried,110184.42,3.1,Bachelor's,1
Female,Salaried,51834.5,3.8,Bachelor's,0
Male,Business,30828.15,7.6,Bachelor's,0
Female,Salaried,12000.0,12.5,Bachelor's,0
Male,Salaried,35577.05,1.9,Master's,0
Female,Salaried,61590.29,2.5,Bachelor's,0
Male,Pensioner,46237.9,0.0,Doctorate,0
Male,Self-Employed,85194.01,5.2,Bachelor's,1
Male,Salaried,74152.56,1.2,Master's,1
Female,Self-Employed,52996.41,6.5,High School,0
Male,Self-Employed,47505.03,28.1,Bachelor's,1
Male,Self-Employed,107169.43,10.4,Bachelor's,1
Male,Salaried,71022.16,8.2,Bachelor's,1
Male,Pensioner,33576.57,0.0,High School,0
Male,Salaried,44793.81,12.5,Bachelor's,1
Female,Self-Employed,39253.52,4.5,Bachelor's,0
Female,Salaried,48612.08,13.2,Bachelor's,1
Female,Salaried,81887.32,2.4,Bachelor's,1
Female,Salaried,61776.65,0.4,Bachelor's,0
Female,Self-Employed,62694.04,3.9,High School,0
Female,Salaried,104404.19,1.9,Bachelor's,1
Female,Business,44106.17,7.5,High School,0
Male,Salaried,120925.99,18.9,Doctorate,1
Female,Self-Employed,44860.77,7.0,High School,0
Male,Business,67675.95,13.1,Master's,1
Male,Self-Employed,56563.89,3.6,Bachelor's,0
Female,Business,68702.57,8.9,Bachelor's,1
Male,Self-Employed,78337.76,11.1,High School,1
Male,Salaried,78015.06,7.4,Bachelor's,1
Male,Business,42406.48,4.3,Bachelor's,0
Male,Salaried,31312.56,5.9,Bachelor's,0
Female,Self-Employed,140095.15,7.2,High School,1
Female,Business,50480.47,1.8,Master's,0
Female,Salaried,85976.37,10.0,Doctorate,1
Female,Salaried,16770.76,18.0,Bachelor's,1
Female,Salaried,56611.62,3.8,Bachelor's,0
Female,Business,61184.02,7.2,Bachelor's,1
Female,Pensioner,31921.42,0.0,Bachelor's,0
Female,Self-Employed,12000.0,6.5,High School,0
Female,Self-Employed,69984.22,4.8,Bachelor's,0
Female,Pensioner,39131.79,0.0,Master's,0
Male,Salaried,74730.37,3.6,High School,0
Female,Salaried,33910.12,0.4,Bachelor's,0
Male,Business,39335.52,11.2,Master's,1
Male,Business,56791.17,6.7,High School,0
Male,Pensioner,48304.18,0.0,High School,0
Male,Salaried,50733.97,0.9,Master's,0
Female,Salaried,29198.73,0.2,Bachelor's,0
Male,Salaried,12000.0,16.3,High School,0
Female,Salaried,95538.71,1.0,Bachelor's,1
Female,Salaried,26118.54,10.0,Bachelor's,0
Male,Business,59639.57,10.4,Master's,1
Female,Salaried,87586.73,7.4,Bachelor's,1
Male,Business,46551.68,0.8,Bachelor's,0
Male,Salaried,40245.02,6.6,Bachelor's,0
Female,Self-Employed,71787.14,13.2,Doctorate,1
Female,Salaried,98538.01,,High School,1
Male,Salaried,29920.54,3.2,High School,0
Female,Salaried,60495.57,3.5,Doctorate,1
Female,Student,21670.69,0.2,Doctorate,0
Female,Business,53203.97,13.4,High School,1
Male,Salaried,66026.14,12.2,High School,1
Male,Salaried,39361.26,37.0,Bachelor's,1
Female,Pensioner,35440.67,0.0,High School,0
Female,Salaried,22753.2,8.3,Bachelor's,0
Female,Salaried,67312.36,1.4,High School,0
Female,Self-Employed,96670.83,6.6,High School,1
Female,Pensioner,20115.79,0.0,Bachelor's,0
Male,Salaried,46319.85,13.9,Doctorate,1
Female,Salaried,80076.39,10.7,Bachelor's,1
Male,Pensioner,25400.23,0.0,Bachelor's,0
Female,Salaried,20204.31,12.2,Doctorate,1
Male,Salaried,59936.46,12.2,Bachelor's,1
Female,Self-Employed,73493.92,0.4,Bachelor's,0
Male,Pensioner,31882.65,0.0,Bachelor's,0
Female,Salaried,12000.0,5.6,High School,0
Male,Student,9852.14,1.4,Bachelor's,0
Male,Self-Employed,110580.09,0.3,Bachelor's,1
Male,Salaried,68499.85,6.8,Bachelor's,1
Male,Student,18693.43,1.1,High School,0
Male,Salaried,49606.18,3.8,Bachelor's,0
Male,Salaried,118097.39,6.9,Bachelor's,1
Female,Self-Employed,92298.88,14.6,High School,1
Male,Salaried,84200.8,10.5,High School,1
Female,Salaried,75692.38,3.6,Master's,1
Female,Salaried,45165.89,2.9,Bachelor's,0
Female,Salaried,58982.86,1.6,High School,0
Female,Business,62662.32,2.8,Bachelor's,0
Female,Self-Employed,81487.23,0.7,High School,0
Male,Student,22260.52,0.9,Bachelor's,0
Male,Salaried,98550.14,5.1,Bachelor's,1
Male,Salaried,22418.47,0.8,Bachelor's,0
Female,Salaried,71719.85,2.6,Bachelor's,1
Male,Salaried,87102.9,4.8,High School,0
Male,Salaried,83565.81,4.6,Bachelor's,1
Male,Business,46122.99,0.2,High School,0
Male,Pensioner,45431.07,0.0,Bachelor's,0
Male,Student,24458.51,0.9,Master's,0
Female,Salaried,32504.35,0.1,Bachelor's,0
Male,Pensioner,17645.48,0.0,Doctorate,0
Female,Salaried,128504.09,5.2,High School,1
Female,Salaried,39914.15,0.9,Bachelor's,0
Female,Pensioner,15117.68,0.0,High School,0
Female,Self-Employed,97318.81,2.9,Bachelor's,1
Female,Salaried,64464.14,,High School,0
Male,Salaried,54961.88,0.7,High School,0
Male,Salaried,81968.99,2.3,Bachelor's,1
Male,Business,73175.54,3.2,Bachelor's,0
Female,Salaried,95913.16,1.0,High School,0
Male,Student,17021.94,0.8,Master's,0
Male,Salaried,74210.09,0.5,High School,0
Female,Salaried,73751.98,0.3,High School,0
Female,Salaried,71423.33,4.4,Bachelor's,1
Female,Self-Employed,79673.92,1.7,Doctorate,1
Female,Salaried,66655.12,0.6,High School,0
Male,Business,64981.75,3.3,High School,0
Female,Pensioner,37022.01,0.0,Master's,0
Female,Pensioner,31675.6,0.0,Bachelor's,0
Male,Business,19773.41,10.1,Bachelor's,0
Male,Pensioner,19370.92,0.0,High School,0
Female,Self-Employed,44339.17,21.6,Bachelor's,1
Male,Business,,8.6,Bachelor's,1
Female,Salaried,77075.49,5.6,Bachelor's,1
Female,Salaried,85083.15,2.7,Master's,1
Male,Salaried,61636.21,1.2,Master's,0
Male,Salaried,12000.0,7.0,Bachelor's,0
Female,Salaried,36048.63,31.7,Master's,1
Female,Student,22042.96,0.3,Bachelor's,0
Female,Salaried,12000.0,7.7,High School,0
Male,Salaried,100622.81,4.1,Bachelor's,1
Female,Self-Employed,80636.9,3.4,Bachelor's,1
Female,Salaried,104485.28,3.2,High School,1
Female,Salaried,59042.92,4.2,Bachelor's,0
Female,Salaried,12000.0,2.7,Bachelor's,0
Female,Salaried,77910.88,8.3,Bachelor's,1
Male,Salaried,103239.59,12.4,Master's,1
Female,Business,92741.65,12.9,Bachelor's,1
Female,Business,45119.26,1.6,High School,0
Female,Salaried,67602.83,13.6,Bachelor's,1
Female,Salaried,49014.91,2.5,Bachelor's,0
Male,Salaried,40422.01,2.2,High School,0
Male,Business,93661.66,7.8,Bachelor's,1
Male,Salaried,29074.03,2.2,Doctorate,0
Female,Salaried,38185.51,0.3,Bachelor's,0
Female,Business,31879.23,2.8,High School,0
Male,Salaried,20292.57,7.7,High School,0
Male,Salaried,69392.43,2.4,Bachelor's,1
Male,Salaried,99845.09,6.0,Master's,1
Female,Pensioner,45376.89,0.0,Bachelor's,0
Female,Pensioner,38586.45,0.0,Bachelor's,0
Male,Business,90198.34,13.6,Bachelor's,1
Male,Salaried,115571.05,3.4,Bachelor's,1
Male,Self-Employed,45612.73,1.1,Bachelor's,0
Female,Student,16953.64,1.3,High School,0
Female,Student,13565.01,0.4,Bachelor's,0
Female,Salaried,113656.21,7.5,Bachelor's,1
Male,Business,49404.98,0.1,High School,0
Male,Salaried,25026.51,2.3,Bachelor's,0
Female,Salaried,83942.56,9.1,Doctorate,1
Male,Self-Employed,88972.04,6.7,Bachelor's,1
Female,Salaried,65183.94,7.9,Doctorate,1
Male,Pensioner,39356.31,0.0,High School,0
Male,Salaried,94831.36,9.2,Bachelor's,1
Male,Self-Employed,80841.08,6.9,High School,1
Male,Pensioner,33803.83,0.0,Bachelor's,0
Female,Pensioner,15650.31,0.0,Bachelor's,0
Male,Salaried,24448.77,5.1,Bachelor's,0
Female,Salaried,85576.71,1.4,Master's,1
Female,Self-Employed,57132.99,2.1,Bachelor's,0
Female,Salaried,51928.68,7.1,Bachelor's,1
Male,Student,21896.32,1.9,Master's,0
Female,Pensioner,24119.08,0.0,Bachelor's,0
Female,Salaried,91847.9,0.5,High School,1
Female,Salaried,82732.72,12.8,High School,1
Male,Salaried,60307.72,14.8,Bachelor's,1
Male,Pensioner,36576.06,0.0,Bachelor's,0
Female,Salaried,77022.12,2.8,High School,0
Male,Salaried,52202.01,6.5,High School,0
Female,Salaried,61258.46,2.4,High School,0
Female,Self-Employed,60553.31,12.6,Bachelor's,1
Male,Salaried,80157.84,0.7,High School,0
Female,Salaried,53989.32,0.2,High School,0
Male,Pensioner,47313.38,0.0,Bachelor's,0
Male,Pensioner,18360.39,0.0,Master's,0
Female,Business,93192.06,0.7,Bachelor's,0
Male,Salaried,42181.98,0.4,Bachelor's,0
Male,Salaried,82128.23,8.5,High School,1
Female,Self-Employed,68550.5,1.1,Master's,0
Female,Salaried,76746.54,14.7,Bachelor's,1
Male,Pensioner,32606.03,0.0,Doctorate,0
Male,Self-Employed,100689.28,6.7,Doctorate,1
Female,Salaried,75368.61,1.5,Master's,1
Male,Pensioner,30968.51,0.0,High School,0
Male,Student,21711.77,0.8,Bachelor's,0
Male,Salaried,71998.55,4.9,High School,0
Male,Self-Employed,68644.36,8.8,Master's,1
Male,Salaried,74420.68,8.5,Master's,1
Male,Salaried,62191.73,6.7,Doctorate,1
Male,Salaried,65276.81,3.6,Bachelor's,1
Female,Self-Employed,47399.16,13.3,Bachelor's,1
Female,Student,6273.27,0.8,Bachelor's,0
Female,Self-Employed,35042.89,27.8,Bachelor's,1
Female,Salaried,23240.5,10.3,Bachelor's,1
Female,Self-Employed,38608.48,0.3,Bachelor's,0
Male,Salaried,59771.99,2.3,Master's,0
Male,Pensioner,17304.32,0.0,Bachelor's,0
Male,Salaried,56861.1,7.7,Master's,1
Male,Salaried,12000.0,4.8,Master's,0
Female,Salaried,112237.59,9.3,Bachelor's,1
Male,Business,97594.4,2.0,Bachelor's,1
Male,Salaried,78372.8,1.2,Bachelor's,0
Female,Business,122224.72,0.3,Bachelor's,1
Male,Salaried,35679.08,5.1,High School,0
Male,Salaried,121628.75,7.0,Bachelor's,1
Female,Salaried,36043.58,2.4,Doctorate,0
Male,Pensioner,16496.06,,High School,0
Male,Pensioner,29320.09,0.0,Bachelor's,0
Male,Salaried,65440.82,0.6,Master's,1
Male,Salaried,76584.99,7.3,Bachelor's,1
Male,Salaried,60359.29,2.8,Bachelor's,0
Female,Self-Employed,86416.32,6.7,Bachelor's,1
Female,Salaried,67970.43,10.7,Bachelor's,1
Female,Pensioner,40144.22,0.0,High School,0
Female,Pensioner,22130.29,0.0,Doctorate,0
Female,Salaried,89327.41,4.0,Bachelor's,1
Female,Salaried,45387.74,7.9,Bachelor's,0
Male,Pensioner,37626.4,0.0,Bachelor's,0
Female,Business,101681.35,9.2,High School,1
Female,Salaried,14938.58,1.6,Doctorate,0
Male,Salaried,98987.79,1.3,Master's,1
Male,Salaried,126812.68,5.3,High School,1
Female,Salaried,72560.11,8.1,Doctorate,1
Male,Salaried,82972.53,2.3,Bachelor's,1
Female,Salaried,96110.16,0.7,Bachelor's,1
Male,Self-Employed,56735.53,7.6,Bachelor's,1
Female,Salaried,70468.41,2.1,High School,0
Male,Salaried,25574.01,1.1,Bachelor's,0
Male,Salaried,69159.05,1.0,High School,0
Female,Business,79943.36,2.3,Bachelor's,0
Female,Pensioner,39048.1,0.0,Bachelor's,0
Female,Salaried,96962.74,2.7,Master's,1
Female,Salaried,41755.93,0.1,Bachelor's,0
Female,Student,17011.15,0.5,High School,0
Male,Salaried,121865.22,2.1,Master's,1
Female,Salaried,60490.15,6.5,Bachelor's,1
Female,Salaried,71001.01,0.6,Bachelor's,0
Male,Salaried,62989.7,4.9,High School,0
Male,Salaried,40349.58,0.8,Master's,0
Female,Pensioner,38970.39,0.0,Master's,0
Male,Self-Employed,49168.96,1.1,Master's,0
Male,Salaried,31181.43,0.4,Master's,0
Female,Pensioner,31331.48,0.0,Bachelor's,0
Male,Salaried,12000.0,3.7,Master's,0
Male,Salaried,45461.38,10.7,Bachelor's,1
Female,Self-Employed,35956.14,0.6,High School,0
Female,Self-Employed,83522.86,0.9,Bachelor's,1
Male,Salaried,44797.57,2.2,Bachelor's,0
Male,Salaried,91634.12,8.7,Bachelor's,1
Female,Self-Employed,106954.52,2.2,High School,1
Male,Self-Employed,88435.26,3.1,High School,0
Male,Self-Employed,58538.35,2.2,Bachelor's,0
Male,Salaried,69233.43,0.5,High School,0
Female,Salaried,19250.45,16.8,High School,1
Male,Salaried,60986.62,4.8,Bachelor's,1
Male,Salaried,39186.85,9.3,Doctorate,1
Female,Pensioner,26785.08,0.0,Master's,0
Male,Salaried,142182.57,4.3,Bachelor's,1
Male,Salaried,79994.65,0.6,Doctorate,1
Female,Business,12000.0,6.2,Bachelor's,0
Female,Salaried,54163.09,1.0,Bachelor's,0
Female,Salaried,68674.73,3.2,Bachelor's,0
Female,Business,67620.72,6.0,Bachelor's,1
Male,Pensioner,36670.3,0.0,High School,0
Male,Self-Employed,72358.75,6.9,Bachelor's,1
Female,Salaried,27724.97,6.7,Bachelor's,0
Female,Self-Employed,36652.74,1.0,Bachelor's,0
Male,Business,84373.93,2.5,Master's,1
Female,Salaried,34530.1,0.3,Bachelor's,0
Male,Salaried,81146.35,7.6,Bachelor's,1
Female,Pensioner,49224.65,0.0,Bachelor's,0
Male,Salaried,117944.78,1.8,Doctorate,1
Female,Business,41771.9,0.6,Bachelor's,0
Female,Salaried,58290.0,3.9,Master's,1
Male,Salaried,74918.4,11.7,Master's,1
Female,Salaried,48039.5,4.8,Bachelor's,0
Male,Business,69302.18,0.3,Bachelor's,0
Male,Salaried,82260.7,22.0,High School,1
Male,Self-Employed,93818.4,10.6,Doctorate,1
Male,Self-Employed,88744.92,0.8,High School,0
Male,Business,59845.69,15.3,Bachelor's,1
Female,Student,12834.7,0.9,Bachelor's,0
Female,Self-Employed,135473.26,2.8,Bachelor's,1
Male,Salaried,,3.7,Bachelor's,1
Female,Student,6524.37,0.9,Master's,0
Male,Self-Employed,67999.64,6.5,Bachelor's,1
Female,Salaried,54945.71,0.4,Doctorate,0
Female,Salaried,60939.97,19.0,Bachelor's,1
Female,Business,28115.15,1.0,High School,0
Female,Salaried,52642.3,8.2,High School,0
